entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
ent_51,DoiTuongApDung,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,163441,gemini,0.85,"Nghị định này quy định chi tiết thi hành khoản 2 Điều 6, khoản 2 Điều 7, khoản 5 Điều 11, điểm b khoản 1 Điều 64, điểm a khoản 2 Điều 64, khoản 3 Điều 65, điểm đ khoản 1 Điều 67, điểm a khoản 2 Điều 67, khoản 6 Điều 69, khoản 4 Điều 71, khoản 4 Điều 74, khoản 2 Điều 77, khoản 5 Điều 81, khoản 4 Điều 83, khoản 5 Điều 87, khoản 1 Điều 89, khoản 3 Điều 93, khoản 6 Điều 94, khoản 4 Điều 97, khoản 2 Điều 98, điểm b khoản 1 và khoản 5 Điều 99, khoản 5 Điều 100, khoản 3 Điều 101, khoản 2 Điều 102, khoản 3 Điều 115, điểm d khoản 2 Điều 125, điểm b khoản 1 và điểm a khoản 2 Điều 133, khoản 2 Điều 134, khoản 4 Điều 136, khoản 1 và khoản 3 Điều 138, khoản 3 Điều 143, khoản 1 Điều 152, khoản 3 Điều 156, điểm b khoản 5 Điều 157 Luật Kinh doanh bảo hiểm."
ent_52,DoiTuongApDung,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài","Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài",146468,gemini,0.85,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
ent_53,LinhVuc,Chính trị - Xã hội,Chính trị - Xã hội,146468,gemini,0.9,
ent_54,LinhVuc,Chứng khoán,Chứng khoán,146468,gemini,0.9,
ent_55,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168220,gemini,0.85,"1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
ent_56,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168220,gemini,0.85,"1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
ent_57,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này","Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này",168220,gemini,0.85,"1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
ent_58,DoiTuongApDung,"Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ","Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ",133858,gemini,0.85,"Đối tượng áp dụng Nghị định này bao gồm: Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; Các đơn vị sự nghiệp công lập; Các doanh nghiệp; Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
ent_59,DoiTuongApDung,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương","Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",133858,gemini,0.85,"Đối tượng áp dụng Nghị định này bao gồm: Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; Các đơn vị sự nghiệp công lập; Các doanh nghiệp; Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
ent_60,DoiTuongApDung,Các đơn vị sự nghiệp công lập,Các đơn vị sự nghiệp công lập,133858,gemini,0.85,"Đối tượng áp dụng Nghị định này bao gồm: Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; Các đơn vị sự nghiệp công lập; Các doanh nghiệp; Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
ent_61,DoiTuongApDung,Các doanh nghiệp,Các doanh nghiệp,133858,gemini,0.85,"Đối tượng áp dụng Nghị định này bao gồm: Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; Các đơn vị sự nghiệp công lập; Các doanh nghiệp; Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
ent_62,DoiTuongApDung,"Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ","Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ",133858,gemini,0.85,"Đối tượng áp dụng Nghị định này bao gồm: Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; Các đơn vị sự nghiệp công lập; Các doanh nghiệp; Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
ent_63,LinhVuc,Kế toán,Kế toán,133858,gemini,0.9,
ent_64,DoiTuongApDung,Cục Quản lý dự trữ ngoại hối nhà nước,Cục Quản lý dự trữ ngoại hối nhà nước,169221,gemini,0.85,"Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê"
ent_65,DoiTuongApDung,Vụ Chính sách tiền tệ,Vụ Chính sách tiền tệ,169221,gemini,0.85,"Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê"
ent_66,DoiTuongApDung,Vụ Quản lý ngoại hối,Vụ Quản lý ngoại hối,169221,gemini,0.85,"Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê"
ent_67,DoiTuongApDung,"Vụ Dự báo, thống kê","Vụ Dự báo, thống kê",169221,gemini,0.85,"Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê"
ent_68,DoiTuongApDung,Các đơn vị có liên quan,Các đơn vị có liên quan,169221,gemini,0.85,"Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê"
ent_69,LinhVuc,Ngoại hối,Ngoại hối,169221,gemini,0.9,
ent_70,DoiTuongApDung,Nhà đầu tư gồm các tổ chức kinh tế và cá nhân có quốc tịch Việt Nam,Nhà đầu tư gồm các tổ chức kinh tế và cá nhân có quốc tịch Việt Nam,95652,gemini,0.85,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài.
ent_71,DoiTuongApDung,Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài,Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài,95652,gemini,0.85,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài.
ent_72,DoiTuongApDung,"Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài","Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",95652,gemini,0.85,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài.
ent_73,LinhVuc,Đầu tư,Đầu tư,95652,gemini,0.9,
ent_74,CoQuan,Bộ Tài chính,Bộ Tài chính,30402,gemini,0.9,
ent_75,DoiTuongApDung,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam.","Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam.",30402,gemini,0.85,"Thông tư này quy định về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán theo quy định tại điểm i khoản 2 Điều 11 Luật kiểm toán độc lập."
ent_76,DoiTuongApDung,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán).","Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán).",30402,gemini,0.85,"Thông tư này quy định về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán theo quy định tại điểm i khoản 2 Điều 11 Luật kiểm toán độc lập."
ent_77,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán.","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán.",30402,gemini,0.85,"Thông tư này quy định về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán theo quy định tại điểm i khoản 2 Điều 11 Luật kiểm toán độc lập."
ent_78,LinhVuc,Kiểm toán độc lập,Kiểm toán độc lập,30402,gemini,0.9,
ent_79,DoiTuongApDung,Công ty tài chính tổng hợp,Công ty tài chính tổng hợp,173460,gemini,0.85,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ent_80,DoiTuongApDung,Công ty tài chính chuyên ngành,Công ty tài chính chuyên ngành,173460,gemini,0.85,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ent_81,NguoiKy,Đỗ Hoàng Anh Tuấn,Đỗ Hoàng Anh Tuấn,143217,gemini,0.9,
ent_82,DoiTuongApDung,Doanh nghiệp,Doanh nghiệp,143217,gemini,0.85,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
